UNITNO,EASTING,NORTHING
43-05-006042,419940,537425
43-05-001525,420120,535357
43-05-001511,420050,535113
43-05-001564,420119,535168
43-03-002277,417534,529815
43-03-002993,419953,529074
43-03-005422,419243,529067
43-05-005710,420323,535309
43-05-001929,417160,535183
43-03-015915,420973,529107
43-03-015522,421239,528325
43-05-002778,416069,535811
43-03-000935,420699,529813
43-03-001519,420192,528021
43-05-000586,419118,532767
43-03-001965,418635,526955
43-05-000644,414763,531665
43-03-004729,419552,528205
43-03-004908,423835,529370
43-05-000544,419067,534970
43-05-001501,419710,535306
43-03-004604,419106,528840
43-05-001221,419436,534390
43-03-004846,418825,526714
43-05-005898,416113,537457
43-03-001705,420573,528328
43-03-000278,420759,528001
43-03-004489,420774,529376
43-03-000355,421234,528389
43-05-005483,414019,534481
43-03-002016,418384,526361
43-03-002185,418390,526415
43-05-000198,415328,535275
43-03-004406,421370,529802
43-03-000609,418600,528932
43-05-000716,414817,534043
43-01-000742,386660,538784
43-03-015543,418670,526681
43-03-015865,419830,527604
43-03-001973,418646,527041
43-05-003110,417987,533306
43-03-003169,417329,530257
43-05-005553,420513,535016
43-01-000573,385696,539626
43-05-006032,419427,535391
43-03-015343,419936,527144
43-03-004376,420860,529980
43-07-000333,407270,538341
43-03-005758,417705,526197
43-03-015605,419954,527831
43-05-002581,416403,535585
43-07-000296,407569,537375
43-03-007147,422180,529248
43-05-001722,419891,537467
43-05-003398,418521,537277
43-03-007202,422243,529517
43-05-003733,418671,533035
43-05-005612,420752,535632
43-05-005469,420888,535691
43-05-001413,416492,533168
43-03-002865,419000,527099
43-03-003720,421303,528529
43-05-003046,414142,538555
43-03-003289,418238,526186
43-05-005480,420651,535755
43-05-006000,420572,535752
43-02-000019,401567,550039
43-04-000671,412817,538448
43-03-004851,417878,529717
43-02-000012,401655,550005
43-03-003333,420783,527832
43-05-005960,416093,535133
45-05-001040,438584,547101
45-05-001044,438584,547162
43-03-003607,422745,528574
47-15-000410,436822,533806
43-03-003609,422792,528589
43-03-003610,422805,528566
43-03-003611,422806,528551
43-03-003612,422824,528570
43-03-003613,422795,528615
43-03-003614,422790,528634
47-15-000407,436658,533772
47-15-000408,436730,533762
43-03-003615,422809,528636
45-05-001041,438581,547120
45-05-001042,438593,547134
45-05-001043,438621,547139
43-03-003608,422768,528589
43-03-003616,422828,528661
43-03-003617,422830,528641
42-08-000168,424609,552984
44-07-004500,427110,545203
44-07-004501,427088,545220
44-07-004502,427084,545205
44-07-004503,427065,545218
44-07-004504,427080,545236
44-07-004505,427083,545263
44-07-004506,427100,545285
44-07-004507,427111,545310
44-07-004508,427099,545312
44-07-004509,427076,545300
44-07-004510,427053,545312
44-07-004512,427025,545277
44-07-004513,427029,545254
44-07-004514,427009,545229
44-07-004515,427024,545224
44-07-004516,427046,545210
44-07-004517,427006,545204
41-11-011933,417669,554670
41-11-004091,418272,556244
41-10-001547,409778,554239
41-10-001574,410146,555142
41-10-001665,412992,556315
41-10-005940,408323,548965
41-10-002095,409007,549665
41-10-000405,408980,549487
41-10-000406,408950,549469
41-10-008154,409988,553141
41-10-008207,410304,553286
41-10-007955,409096,552846
41-10-006301,408839,551911
41-10-006213,408767,551687
41-10-006641,409735,551387
41-10-000792,411070,551335
41-10-007879,409387,551987
41-10-000725,411380,552755
41-10-007571,409619,552127
41-10-005255,410834,550787
41-10-005006,411318,551164
41-10-005285,410831,550837
41-10-009665,412564,551823
41-10-009571,412708,552059
41-10-009602,412618,552025
41-10-001970,409637,549882
41-10-003660,411450,550220
41-10-003152,411887,550133
41-10-003261,412120,549810
41-10-001463,411824,549020
41-10-003472,411806,549733
41-10-003590,411767,550196
41-10-003322,412005,550115
41-10-004308,410804,550037
41-10-002275,412406,551639
41-10-003485,411738,549862
41-01-000185,418269,542410
41-10-006723,409286,551457
41-11-012893,421012,550613
41-10-005067,411044,550923
41-10-003776,411500,551154
41-11-007895,419104,551981
41-10-008192,409971,552890
41-11-009523,421018,552965
41-11-003501,416575,556743
41-01-000055,418629,542521
41-07-000309,418754,548128
41-07-001035,421691,548858
41-11-001454,419763,554235
41-10-009440,412119,552377
41-10-004592,410375,550856
41-11-010432,420043,554148
41-10-009136,412389,554529
41-04-000089,408666,548986
41-09-000013,411651,543060
41-02-000400,417080,543656
41-02-000062,419427,544023
41-11-008109,419564,552238
41-11-000751,416094,553043
41-11-003746,417557,557030
41-10-000540,412115,552242
41-11-009156,420738,552721
41-11-009304,420769,553104
41-11-007474,418933,552279
41-10-001738,412060,556579
41-10-000213,412979,551010
41-10-008786,412201,556488
44-05-001483,431108,538651
46-10-000454,415272,526431
44-05-000386,432027,539310
45-16-000065,437041,539692
47-08-001106,428403,532742
44-17-000621,432733,547170
44-17-000687,432071,546258
44-07-000446,427620,545959
44-05-000261,431112,537874
44-05-000277,431235,538449
44-09-000056,433745,536070
44-07-000755,426270,544647
44-07-002974,426912,544601
44-07-003427,427825,545142
44-07-003234,427988,544771
44-07-003241,427794,544669
44-07-003882,427788,544695
44-07-002070,427637,545023
44-07-003059,427386,544606
44-07-003605,428161,545370
44-02-000184,430287,543527
44-02-000216,429244,543790
44-10-000150,428367,542710
44-10-001322,428540,542738
44-10-000982,429622,542159
44-10-001031,429525,542217
44-10-000941,429265,542536
44-13-000689,431713,542890
44-13-000970,431970,541775
44-02-001076,430719,542975
44-07-000522,426075,544146
44-10-001366,429046,543006
44-10-001371,429192,543027
44-07-003984,427892,544987
44-02-000559,430448,544258
44-10-000712,429099,542645
44-12-000501,434166,541510
44-05-002059,434710,538498
44-05-001136,430524,538763
44-06-001303,432423,535367
44-06-001800,433520,537213
44-00-000637,427099,543761
44-00-002809,426793,543914
44-07-000459,427705,545708
44-02-000404,429919,542842
44-17-000201,431713,546377
44-06-000271,433419,537117
44-06-000276,433552,537281
44-06-000151,431556,534823
44-06-001005,431972,536182
44-19-000167,423663,546401
44-15-000082,429710,539861
44-15-000314,429606,540150
44-04-003842,423218,539310
44-04-000649,424110,540081
44-04-003806,423630,539534
42-10-000549,424152,546792
42-10-000770,424201,546932
42-10-000254,424309,547429
42-09-000056,426075,547294
42-10-000042,423884,547415
42-10-001005,423987,547230
42-10-000851,423796,547598
42-07-000228,426125,554523
42-07-000125,425741,554647
42-08-001006,425847,553672
42-08-001080,425937,553457
42-00-001764,426827,552212
42-00-008966,427056,552042
42-02-000039,423400,549104
42-00-009664,426173,549151
42-00-000117,427199,551101
42-00-000139,427207,551081
42-00-001205,426364,551610
42-00-001634,426478,552051
42-00-009555,425893,550046
42-00-009567,425931,550138
42-00-000489,426908,550709
42-00-000617,426947,550377
42-00-003089,426908,551578
42-06-000313,427283,553431
42-00-001227,426214,551551
42-00-000455,427047,550724
42-06-000367,427786,553518
42-00-003127,426976,551399
42-00-003195,426940,551340
42-00-000852,427625,551593
42-00-003064,426701,551514
42-00-003504,426278,551678
42-12-000065,422595,553575
42-01-000290,431103,551172
42-03-000320,429134,549581
42-03-000235,429372,549631
42-03-000128,429678,549639
42-00-009175,425816,550955
42-00-000688,426983,550148
42-06-000221,427412,552861
42-07-000637,425929,554599
42-00-009517,425887,550388
42-06-000004,427386,552826
42-07-000017,425912,554308
42-00-008352,426759,551746
42-08-000300,424108,552230
42-08-000568,425154,553162
42-12-000102,423224,553042
42-03-000568,429580,549519
42-03-000388,429405,548931
42-03-000361,429108,548999
42-05-000018,429785,550430
42-01-000541,430959,551026
42-00-000187,427651,551714
42-12-000014,422038,553874
42-09-000020,425920,547240
42-00-009326,425771,550654
42-00-000699,426940,550499
42-01-000049,430900,551512
42-15-001021,426248,548417
42-15-001959,426226,547792
42-15-000923,426289,547175
42-15-001282,427871,551414
42-15-001296,427799,551629
42-15-001314,427808,551907
42-05-000060,431345,550509
42-07-000040,425876,555242
42-00-009622,425704,550347
42-05-000213,431625,550535
42-10-000716,424171,546740
42-12-000450,422859,553394
41-11-005659,416998,551909
41-11-006627,418829,552548
41-11-000508,416840,551768
41-11-006164,417082,551246
41-11-002728,415737,551563
41-11-005541,416937,551959
41-06-000813,416043,547798
41-02-000160,420285,544849
41-02-000522,421044,544987
41-02-000089,421363,544328
44-10-001745,429257,543163
44-10-001746,429282,543154
44-10-001747,429299,543166
47-10-003244,427505,525874
42-07-000709,426051,554397
42-00-000390,426923,550372
42-00-008474,427056,550503
45-18-001815,442386,550585
45-18-001816,442353,550573
44-09-000628,433980,536394
42-06-000593,430856,553558
43-03-005318,422126,529174
43-03-005317,422128,529162
43-03-005319,422115,529198
44-05-000114,430915,537260
44-05-000124,430972,537465
44-05-000125,431002,537489
44-05-000126,431007,537447
44-05-000127,431037,537428
44-05-000129,431070,537446
41-11-006911,418846,551826
44-00-000262,426916,541998
44-09-000625,433985,536430
44-05-000111,430954,537297
44-05-000112,430917,537305
44-05-000113,430905,537281
44-05-000107,431052,537297
44-05-000108,431021,537288
47-04-000556,428680,529987
47-10-002789,426744,524030
47-10-002790,426775,524033
47-10-002787,426696,524036
47-10-002788,426720,524074
47-04-000565,428894,529600
47-01-000161,433064,531385
47-08-000984,430936,530207
47-10-001092,427200,524705
47-04-000498,429113,529487
47-04-000499,429168,529481
47-04-000500,429228,529473
47-04-000501,429158,529502
47-04-000502,429240,529491
47-10-000938,427494,524383
47-10-002181,428377,524873
47-10-001928,425881,525827
47-10-002132,427909,524479
47-10-002133,427931,524382
47-10-000894,428565,522413
47-19-001095,422735,526294
47-19-000815,421993,526403
47-19-000816,422062,526434
47-19-000817,422126,526465
47-19-000784,422975,525506
47-19-000785,422994,525501
47-19-000786,422926,525495
47-19-000787,422874,525524
47-10-003232,426776,524037
47-19-000330,423161,527714
47-10-003234,426718,524070
47-20-000949,425516,534227
47-15-000512,437063,533700
43-03-005320,422102,529195
43-03-005321,422080,529185
43-03-005322,422083,529169
43-03-005323,422091,529144
42-08-000528,425448,553703
42-08-000530,425465,553610
47-20-003783,425683,533687
47-20-000947,425568,534232
41-02-000760,421358,544764
45-05-000811,439274,546856
45-05-000812,439281,546825
44-05-000116,430868,537338
45-12-001446,442559,541059
45-20-000055,437688,538772
45-06-001132,437148,543015
45-06-001133,437101,542989
45-06-001134,437068,542971
46-36-000027,407069,517872
43-03-000116,423324,529905
43-03-001968,418615,526973
43-05-001376,419686,534931
45-14-000001,443954,534946
45-14-000002,443940,534985
45-14-000003,443962,534994
45-12-008624,442564,541015
45-22-001224,438045,545118
44-05-000128,431062,537408
44-05-000115,430895,537320
47-19-000783,422974,525487
47-20-003113,426069,531203
47-01-000160,433043,531392
41-04-000215,408529,548980
47-10-001018,427733,524679
47-19-000329,423249,527696
45-12-002278,442880,540990
45-18-002794,441262,549138
45-18-002793,441242,549127
45-12-002540,443228,541271
45-12-001266,441760,541398
45-12-001267,441786,541388
45-12-003044,441691,540920
43-05-005874,415360,535134
43-05-005875,415382,535194
46-04-000011,399506,513815
46-23-000168,404472,516707
46-23-000164,404515,516709
46-04-000012,399494,513796
45-18-002853,441473,549450
45-18-002854,441476,549421
45-18-002855,441489,549396
45-18-002856,441502,549375
45-18-002857,441514,549356
46-04-000018,399477,513712
47-10-003519,427125,525519
45-18-002273,440393,550714
45-18-002274,440406,550742
45-12-003577,442361,540199
47-13-000837,435613,530662
47-13-000838,435644,530673
47-13-000839,435676,530657
47-13-000840,435727,530742
47-13-000841,435749,530726
47-13-000842,435719,530714
47-13-000843,435703,530687
47-13-000844,435701,530655
47-13-000845,435696,530618
47-13-000846,435691,530586
47-13-000847,435680,530563
47-13-000848,435720,530562
47-13-000849,435740,530539
47-13-000850,435732,530562
47-13-000851,435737,530589
47-13-000852,435758,530609
47-13-000853,435764,530732
47-10-006727,426656,525280
47-10-003502,426930,525655
47-10-003503,426950,525635
47-10-003504,426965,525621
47-10-003505,426981,525606
47-10-003506,426999,525589
47-10-003507,427014,525574
47-10-003508,427031,525558
47-10-003509,427049,525544
47-10-003510,427075,525553
47-10-003511,427100,525567
47-10-003512,427122,525574
47-10-003513,427142,525595
47-10-003514,427142,525574
47-10-003515,427161,525559
47-10-003516,427180,525550
47-10-003517,427092,525545
47-10-003518,427111,525527
45-16-000002,436502,539965
45-16-000003,436522,539948
45-16-000004,436525,539923
47-13-000819,435364,530741
47-13-000820,435376,530754
47-13-000821,435393,530758
47-13-000822,435397,530741
47-13-000823,435417,530753
47-13-000824,435455,530745
47-13-000825,435493,530746
47-13-000826,435531,530756
47-13-000827,435548,530765
47-13-000828,435550,530740
47-13-000829,435385,530734
47-13-000830,435410,530705
47-13-000831,435434,530681
45-06-001211,437879,543324
45-06-001212,437889,543307
47-13-000854,435796,530731
47-13-000855,435815,530753
47-13-000856,435830,530779
47-13-000857,435849,530802
47-13-000858,435865,530827
47-13-000859,435877,530850
47-13-000860,435601,530636
47-13-000861,435583,530618
47-13-000862,435580,530592
47-13-000863,435583,530568
47-13-000864,435584,530547
47-13-000865,435556,530547
47-13-000866,435528,530542
47-13-000867,435501,530540
47-13-000868,435476,530537
47-13-000869,435498,530565
47-13-000870,435495,530589
47-13-000871,435492,530615
47-13-000872,435493,530641
47-13-000873,435417,530734
47-13-000874,435517,530739
47-13-000875,435539,530733
47-13-000816,435316,530749
47-13-000817,435331,530740
47-13-000832,435458,530666
47-13-000833,435490,530659
47-13-000834,435526,530659
47-13-000835,435561,530661
47-13-000836,435589,530661
47-15-000387,437247,535502
47-21-000077,428386,523016
43-04-000135,411662,538962
42-02-000141,427301,542789
45-12-008729,442786,540335
45-18-007039,442979,549277
43-05-002013,414643,531339
43-05-002014,414659,531327
43-05-002015,414667,531340
43-05-002016,414688,531338
43-05-002017,414711,531339
43-05-002018,414712,531356
43-05-002019,414737,531357
47-10-000110,425721,523736
45-18-000300,442713,548683
45-18-000301,442731,548698
45-18-000302,442730,548719
45-18-000303,442741,548718
45-18-000304,442750,548727
45-18-000305,442760,548715
